,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
4004,2018-01-05,UA,UA_CODESHARE,UA,6394,9K,N14834,6394,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",415,410.0,-5.0,5.0,415.0,455.0,5.0,505,500.0,-5.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4005,2018-01-04,UA,UA_CODESHARE,UA,6391,9K,N14834,6391,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",1210,1200.0,-10.0,10.0,1210.0,1250.0,5.0,1300,1255.0,-5.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4006,2018-02-25,UA,UA_CODESHARE,UA,6394,9K,N45838,6394,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",415,415.0,0.0,5.0,420.0,459.0,4.0,505,503.0,-2.0,0.0,,0.0,N,50.0,48.0,39.0,1.0,129.0,,,,,,,,,
4007,2018-02-05,UA,UA_CODESHARE,UA,6393,9K,N14834,6393,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",245,230.0,-15.0,5.0,235.0,315.0,5.0,335,320.0,-15.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4008,2018-03-13,UA,UA_CODESHARE,UA,6394,9K,N42836,6394,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",415,400.0,-15.0,5.0,405.0,445.0,5.0,505,450.0,-15.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4009,2018-05-10,UA,UA_CODESHARE,UA,6392,9K,N42836,6392,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",840,826.0,-14.0,5.0,831.0,907.0,4.0,930,911.0,-19.0,0.0,,0.0,N,50.0,45.0,36.0,1.0,129.0,,,,,,,,,
4010,2018-05-28,UA,UA_CODESHARE,UA,6398,9K,N45838,6398,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1805,1750.0,-15.0,10.0,1800.0,1840.0,5.0,1855,1845.0,-10.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4011,2018-04-18,UA,UA_CODESHARE,UA,6399,9K,N45838,6399,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",2030,2020.0,-10.0,7.0,2027.0,2105.0,5.0,2120,2110.0,-10.0,0.0,,0.0,N,50.0,50.0,38.0,1.0,129.0,,,,,,,,,
4012,2018-03-25,UA,UA_CODESHARE,UA,6392,9K,N42836,6392,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",840,840.0,0.0,10.0,850.0,926.0,4.0,930,930.0,0.0,0.0,,0.0,N,50.0,50.0,36.0,1.0,129.0,,,,,,,,,
4013,2018-01-01,UA,UA_CODESHARE,UA,6393,9K,N14834,6393,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",245,240.0,-5.0,5.0,245.0,325.0,5.0,335,330.0,-5.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4014,2018-04-18,UA,UA_CODESHARE,UA,6398,9K,N42836,6398,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1805,1755.0,-10.0,6.0,1801.0,1836.0,5.0,1855,1841.0,-14.0,0.0,,0.0,N,50.0,46.0,35.0,1.0,129.0,,,,,,,,,
4015,2018-03-12,UA,UA_CODESHARE,UA,6391,9K,N42836,6391,14955,SPN,"Saipan, TT",14582,ROP,"Rota, TT",1330,1330.0,0.0,10.0,1340.0,1405.0,5.0,1405,1410.0,5.0,0.0,,0.0,N,35.0,40.0,25.0,1.0,73.0,,,,,,,,,
4016,2018-05-13,UA,UA_CODESHARE,UA,6391,9K,N14834,6391,14582,ROP,"Rota, TT",12016,GUM,"Guam, TT",1435,1435.0,0.0,10.0,1445.0,1505.0,5.0,1510,1510.0,0.0,0.0,,0.0,N,35.0,35.0,20.0,1.0,56.0,,,,,,,,,
4017,2018-02-28,UA,UA_CODESHARE,UA,6399,9K,N14834,6399,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",2030,2027.0,-3.0,6.0,2033.0,2109.0,5.0,2120,2114.0,-6.0,0.0,,0.0,N,50.0,47.0,36.0,1.0,129.0,,,,,,,,,
4018,2018-04-10,UA,UA_CODESHARE,UA,6392,9K,N14834,6392,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",840,832.0,-8.0,8.0,840.0,915.0,5.0,930,920.0,-10.0,0.0,,0.0,N,50.0,48.0,35.0,1.0,129.0,,,,,,,,,
4019,2018-05-15,UA,UA_CODESHARE,UA,6396,9K,N14834,6396,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",2150,2125.0,-25.0,10.0,2135.0,2215.0,5.0,2240,2220.0,-20.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4020,2018-02-23,UA,UA_CODESHARE,UA,6391,9K,N45838,6391,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",1210,1155.0,-15.0,15.0,1210.0,1250.0,5.0,1300,1255.0,-5.0,0.0,,0.0,N,50.0,60.0,40.0,1.0,129.0,,,,,,,,,
4021,2018-04-08,UA,UA_CODESHARE,UA,6396,9K,N14834,6396,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",2150,2144.0,-6.0,5.0,2149.0,2223.0,7.0,2240,2230.0,-10.0,0.0,,0.0,N,50.0,46.0,34.0,1.0,129.0,,,,,,,,,
4022,2018-01-20,UA,UA_CODESHARE,UA,6390,9K,N14834,6390,12016,GUM,"Guam, TT",14582,ROP,"Rota, TT",1210,1210.0,0.0,10.0,1220.0,1240.0,5.0,1245,1245.0,0.0,0.0,,0.0,N,35.0,35.0,20.0,1.0,56.0,,,,,,,,,
4023,2018-05-09,UA,UA_CODESHARE,UA,6390,9K,N42836,6390,12016,GUM,"Guam, TT",14582,ROP,"Rota, TT",1210,1157.0,-13.0,10.0,1207.0,1226.0,4.0,1245,1230.0,-15.0,0.0,,0.0,N,35.0,33.0,19.0,1.0,56.0,,,,,,,,,
4024,2018-03-29,UA,UA_CODESHARE,UA,6392,9K,N45838,6392,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",840,835.0,-5.0,7.0,842.0,920.0,5.0,930,925.0,-5.0,0.0,,0.0,N,50.0,50.0,38.0,1.0,129.0,,,,,,,,,
4025,2018-03-03,UA,UA_CODESHARE,UA,6393,9K,N45838,6393,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",245,242.0,-3.0,12.0,254.0,330.0,5.0,335,335.0,0.0,0.0,,0.0,N,50.0,53.0,36.0,1.0,129.0,,,,,,,,,
4026,2018-02-11,UA,UA_CODESHARE,UA,6391,9K,N14834,6391,14582,ROP,"Rota, TT",12016,GUM,"Guam, TT",1435,1420.0,-15.0,10.0,1430.0,1450.0,5.0,1510,1455.0,-15.0,0.0,,0.0,N,35.0,35.0,20.0,1.0,56.0,,,,,,,,,
4027,2018-04-09,UA,UA_CODESHARE,UA,6393,9K,N14834,6393,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",245,256.0,11.0,10.0,306.0,344.0,4.0,335,348.0,13.0,0.0,,0.0,N,50.0,52.0,38.0,1.0,129.0,,,,,,,,,
4028,2018-03-27,UA,UA_CODESHARE,UA,6393,9K,N42836,6393,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",245,245.0,0.0,5.0,250.0,330.0,5.0,335,335.0,0.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4029,2018-04-17,UA,UA_CODESHARE,UA,6396,9K,N42836,6396,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",2150,2140.0,-10.0,4.0,2144.0,2219.0,6.0,2240,2225.0,-15.0,0.0,,0.0,N,50.0,45.0,35.0,1.0,129.0,,,,,,,,,
4030,2018-01-23,UA,UA_CODESHARE,UA,6398,9K,N14834,6398,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1805,1805.0,0.0,10.0,1815.0,1855.0,5.0,1855,1900.0,5.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4031,2018-01-08,UA,UA_CODESHARE,UA,6391,9K,N14834,6391,14955,SPN,"Saipan, TT",14582,ROP,"Rota, TT",1330,1330.0,0.0,5.0,1335.0,1405.0,5.0,1405,1410.0,5.0,0.0,,0.0,N,35.0,40.0,30.0,1.0,73.0,,,,,,,,,
4032,2018-05-22,UA,UA_CODESHARE,UA,6393,9K,N42836,6393,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",245,242.0,-3.0,8.0,250.0,323.0,3.0,335,326.0,-9.0,0.0,,0.0,N,50.0,44.0,33.0,1.0,129.0,,,,,,,,,
4033,2018-03-13,UA,UA_CODESHARE,UA,6398,9K,N42836,6398,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1805,1805.0,0.0,10.0,1815.0,1850.0,5.0,1855,1855.0,0.0,0.0,,0.0,N,50.0,50.0,35.0,1.0,129.0,,,,,,,,,
4034,2018-03-12,UA,UA_CODESHARE,UA,6396,9K,N42836,6396,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",2150,2130.0,-20.0,10.0,2140.0,2220.0,5.0,2240,2225.0,-15.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4035,2018-01-01,UA,UA_CODESHARE,UA,6399,9K,N14834,6399,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",2030,2000.0,-30.0,10.0,2010.0,2050.0,5.0,2120,2055.0,-25.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4036,2018-04-14,UA,UA_CODESHARE,UA,6396,9K,N42836,6396,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",2150,2140.0,-10.0,5.0,2145.0,2225.0,5.0,2240,2230.0,-10.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4037,2018-01-30,UA,UA_CODESHARE,UA,6394,9K,N45838,6394,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",415,350.0,-25.0,5.0,355.0,435.0,5.0,505,440.0,-25.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4038,2018-05-28,UA,UA_CODESHARE,UA,6394,9K,N45838,6394,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",415,415.0,0.0,5.0,420.0,455.0,5.0,505,500.0,-5.0,0.0,,0.0,N,50.0,45.0,35.0,1.0,129.0,,,,,,,,,
4039,2018-03-24,UA,UA_CODESHARE,UA,6394,9K,N14834,6394,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",415,405.0,-10.0,5.0,410.0,450.0,5.0,505,455.0,-10.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4040,2018-05-15,UA,UA_CODESHARE,UA,6397,9K,N14834,6397,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",1645,1630.0,-15.0,10.0,1640.0,1720.0,5.0,1735,1725.0,-10.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4041,2018-01-02,UA,UA_CODESHARE,UA,6390,9K,N14834,6390,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1420,1400.0,-20.0,10.0,1410.0,1450.0,5.0,1510,1455.0,-15.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4042,2018-05-09,UA,UA_CODESHARE,UA,6399,9K,N42836,6399,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",2030,2015.0,-15.0,5.0,2020.0,2056.0,7.0,2120,2103.0,-17.0,0.0,,0.0,N,50.0,48.0,36.0,1.0,129.0,,,,,,,,,
4043,2018-05-25,UA,UA_CODESHARE,UA,6391,9K,N42836,6391,14955,SPN,"Saipan, TT",14582,ROP,"Rota, TT",1330,1325.0,-5.0,8.0,1333.0,1355.0,5.0,1405,1400.0,-5.0,0.0,,0.0,N,35.0,35.0,22.0,1.0,73.0,,,,,,,,,
4044,2018-02-14,UA,UA_CODESHARE,UA,6394,9K,N14834,6394,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",415,410.0,-5.0,5.0,415.0,455.0,5.0,505,500.0,-5.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4045,2018-03-21,UA,UA_CODESHARE,UA,6390,9K,N14834,6390,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1420,1405.0,-15.0,10.0,1415.0,1455.0,5.0,1510,1500.0,-10.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4046,2018-04-08,UA,UA_CODESHARE,UA,6399,9K,N14834,6399,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",2030,2025.0,-5.0,7.0,2032.0,2109.0,6.0,2120,2115.0,-5.0,0.0,,0.0,N,50.0,50.0,37.0,1.0,129.0,,,,,,,,,
4047,2018-01-23,UA,UA_CODESHARE,UA,6393,9K,N14834,6393,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",245,245.0,0.0,5.0,250.0,330.0,5.0,335,335.0,0.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4048,2018-05-27,UA,UA_CODESHARE,UA,6392,9K,N42836,6392,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",840,1005.0,85.0,5.0,1010.0,1045.0,5.0,930,1050.0,80.0,0.0,,0.0,N,50.0,45.0,35.0,1.0,129.0,16.0,0.0,0.0,0.0,64.0,,,,
4049,2018-05-26,UA,UA_CODESHARE,UA,6397,9K,N42836,6397,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",1645,1644.0,-1.0,9.0,1653.0,1727.0,8.0,1735,1735.0,0.0,0.0,,0.0,N,50.0,51.0,34.0,1.0,129.0,,,,,,,,,
4050,2018-03-20,UA,UA_CODESHARE,UA,6397,9K,N45838,6397,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",1645,1640.0,-5.0,10.0,1650.0,1730.0,5.0,1735,1735.0,0.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4051,2018-05-01,UA,UA_CODESHARE,UA,6393,9K,N45838,6393,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",245,245.0,0.0,5.0,250.0,330.0,5.0,335,335.0,0.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4052,2018-01-13,UA,UA_CODESHARE,UA,6390,9K,N45838,6390,12016,GUM,"Guam, TT",14582,ROP,"Rota, TT",1210,1200.0,-10.0,10.0,1210.0,1235.0,5.0,1245,1240.0,-5.0,0.0,,0.0,N,35.0,40.0,25.0,1.0,56.0,,,,,,,,,
4053,2018-03-29,UA,UA_CODESHARE,UA,6393,9K,N45838,6393,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",245,255.0,10.0,10.0,305.0,340.0,5.0,335,345.0,10.0,0.0,,0.0,N,50.0,50.0,35.0,1.0,129.0,,,,,,,,,
4054,2018-03-13,UA,UA_CODESHARE,UA,6399,9K,N42836,6399,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",2030,2010.0,-20.0,10.0,2020.0,2100.0,5.0,2120,2105.0,-15.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4055,2018-02-06,UA,UA_CODESHARE,UA,6395,9K,N42836,6395,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",715,705.0,-10.0,10.0,715.0,755.0,5.0,805,800.0,-5.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4056,2018-03-19,UA,UA_CODESHARE,UA,6395,9K,N45838,6395,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",715,705.0,-10.0,5.0,710.0,750.0,5.0,805,755.0,-10.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4057,2018-01-02,UA,UA_CODESHARE,UA,6394,9K,N14834,6394,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",415,412.0,-3.0,3.0,415.0,450.0,5.0,505,455.0,-10.0,0.0,,0.0,N,50.0,43.0,35.0,1.0,129.0,,,,,,,,,
4058,2018-04-17,UA,UA_CODESHARE,UA,6392,9K,N42836,6392,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",840,905.0,25.0,5.0,910.0,947.0,4.0,930,951.0,21.0,0.0,,0.0,N,50.0,46.0,37.0,1.0,129.0,20.0,0.0,0.0,0.0,1.0,,,,
4059,2018-04-12,UA,UA_CODESHARE,UA,6395,9K,N42836,6395,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",715,710.0,-5.0,5.0,715.0,755.0,5.0,805,800.0,-5.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4060,2018-01-30,UA,UA_CODESHARE,UA,6390,9K,N45838,6390,12016,GUM,"Guam, TT",14582,ROP,"Rota, TT",1210,1155.0,-15.0,10.0,1205.0,1225.0,5.0,1245,1230.0,-15.0,0.0,,0.0,N,35.0,35.0,20.0,1.0,56.0,,,,,,,,,
4061,2018-02-18,UA,UA_CODESHARE,UA,6391,9K,N14834,6391,14582,ROP,"Rota, TT",12016,GUM,"Guam, TT",1435,1430.0,-5.0,5.0,1435.0,1455.0,5.0,1510,1500.0,-10.0,0.0,,0.0,N,35.0,30.0,20.0,1.0,56.0,,,,,,,,,
4062,2018-03-18,UA,UA_CODESHARE,UA,6399,9K,N45838,6399,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",2030,2025.0,-5.0,5.0,2030.0,2110.0,5.0,2120,2115.0,-5.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4063,2018-05-07,UA,UA_CODESHARE,UA,6394,9K,N45838,6394,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",415,355.0,-20.0,5.0,400.0,440.0,5.0,505,445.0,-20.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4064,2018-03-11,UA,UA_CODESHARE,UA,6391,9K,N42836,6391,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",1210,1205.0,-5.0,5.0,1210.0,1255.0,5.0,1300,1300.0,0.0,0.0,,0.0,N,50.0,55.0,45.0,1.0,129.0,,,,,,,,,
4065,2018-02-01,UA,UA_CODESHARE,UA,6398,9K,N14834,6398,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1805,1750.0,-15.0,10.0,1800.0,1840.0,5.0,1855,1845.0,-10.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4066,2018-03-19,UA,UA_CODESHARE,UA,6399,9K,N45838,6399,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",2030,1955.0,-35.0,10.0,2005.0,2045.0,5.0,2120,2050.0,-30.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4067,2018-04-05,UA,UA_CODESHARE,UA,6391,9K,N42836,6391,14955,SPN,"Saipan, TT",14582,ROP,"Rota, TT",1330,1310.0,-20.0,10.0,1320.0,1345.0,5.0,1405,1350.0,-15.0,0.0,,0.0,N,35.0,40.0,25.0,1.0,73.0,,,,,,,,,
4068,2018-01-04,UA,UA_CODESHARE,UA,6393,9K,N14834,6393,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",245,245.0,0.0,2.0,247.0,323.0,2.0,335,325.0,-10.0,0.0,,0.0,N,50.0,40.0,36.0,1.0,129.0,,,,,,,,,
4069,2018-02-20,UA,UA_CODESHARE,UA,6395,9K,N14834,6395,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",715,715.0,0.0,13.0,728.0,809.0,3.0,805,812.0,7.0,0.0,,0.0,N,50.0,57.0,41.0,1.0,129.0,,,,,,,,,
4070,2018-03-27,UA,UA_CODESHARE,UA,6399,9K,N45838,6399,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",2030,2015.0,-15.0,10.0,2025.0,2105.0,5.0,2120,2110.0,-10.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4071,2018-02-14,UA,UA_CODESHARE,UA,6390,9K,N14834,6390,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1420,1420.0,0.0,10.0,1430.0,1505.0,5.0,1510,1510.0,0.0,0.0,,0.0,N,50.0,50.0,35.0,1.0,129.0,,,,,,,,,
4072,2018-05-10,UA,UA_CODESHARE,UA,6391,9K,N42836,6391,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",1210,1205.0,-5.0,10.0,1215.0,1251.0,5.0,1300,1256.0,-4.0,0.0,,0.0,N,50.0,51.0,36.0,1.0,129.0,,,,,,,,,
4073,2018-05-02,UA,UA_CODESHARE,UA,6396,9K,N45838,6396,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",2150,2150.0,0.0,5.0,2155.0,2228.0,7.0,2240,2235.0,-5.0,0.0,,0.0,N,50.0,45.0,33.0,1.0,129.0,,,,,,,,,
4074,2018-04-16,UA,UA_CODESHARE,UA,6394,9K,N42836,6394,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",415,405.0,-10.0,10.0,415.0,505.0,5.0,505,510.0,5.0,0.0,,0.0,N,50.0,65.0,50.0,1.0,129.0,,,,,,,,,
4075,2018-04-27,UA,UA_CODESHARE,UA,6398,9K,N45838,6398,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1805,1755.0,-10.0,10.0,1805.0,1840.0,5.0,1855,1845.0,-10.0,0.0,,0.0,N,50.0,50.0,35.0,1.0,129.0,,,,,,,,,
4076,2018-05-04,UA,UA_CODESHARE,UA,6391,9K,N45838,6391,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",1210,1210.0,0.0,10.0,1220.0,1255.0,5.0,1300,1300.0,0.0,0.0,,0.0,N,50.0,50.0,35.0,1.0,129.0,,,,,,,,,
4077,2018-05-31,UA,UA_CODESHARE,UA,6391,9K,N42836,6391,14582,ROP,"Rota, TT",12016,GUM,"Guam, TT",1435,1440.0,5.0,10.0,1450.0,1520.0,4.0,1510,1524.0,14.0,0.0,,0.0,N,35.0,44.0,30.0,1.0,56.0,,,,,,,,,
4078,2018-04-16,UA,UA_CODESHARE,UA,6396,9K,N42836,6396,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",2150,2135.0,-15.0,3.0,2138.0,2212.0,8.0,2240,2220.0,-20.0,0.0,,0.0,N,50.0,45.0,34.0,1.0,129.0,,,,,,,,,
4079,2018-02-16,UA,UA_CODESHARE,UA,6398,9K,N45838,6398,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1805,1805.0,0.0,10.0,1815.0,1850.0,5.0,1855,1855.0,0.0,0.0,,0.0,N,50.0,50.0,35.0,1.0,129.0,,,,,,,,,
4080,2018-01-20,UA,UA_CODESHARE,UA,6397,9K,N14834,6397,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",1645,1630.0,-15.0,10.0,1640.0,1720.0,5.0,1735,1725.0,-10.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4081,2018-01-04,UA,UA_CODESHARE,UA,6398,9K,N14834,6398,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1805,1805.0,0.0,5.0,1810.0,1855.0,5.0,1855,1900.0,5.0,0.0,,0.0,N,50.0,55.0,45.0,1.0,129.0,,,,,,,,,
4082,2018-03-21,UA,UA_CODESHARE,UA,6399,9K,N14834,6399,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",2030,2005.0,-25.0,10.0,2015.0,2055.0,5.0,2120,2100.0,-20.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4083,2018-01-07,UA,UA_CODESHARE,UA,6395,9K,N14834,6395,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",715,715.0,0.0,7.0,722.0,800.0,3.0,805,803.0,-2.0,0.0,,0.0,N,50.0,48.0,38.0,1.0,129.0,,,,,,,,,
4084,2018-01-27,UA,UA_CODESHARE,UA,6398,9K,N14834,6398,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1805,1805.0,0.0,10.0,1815.0,1850.0,5.0,1855,1855.0,0.0,0.0,,0.0,N,50.0,50.0,35.0,1.0,129.0,,,,,,,,,
4085,2018-05-01,UA,UA_CODESHARE,UA,6390,9K,N45838,6390,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1420,1415.0,-5.0,6.0,1421.0,1500.0,6.0,1510,1506.0,-4.0,0.0,,0.0,N,50.0,51.0,39.0,1.0,129.0,,,,,,,,,
4086,2018-05-10,UA,UA_CODESHARE,UA,6393,9K,N42836,6393,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",245,245.0,0.0,10.0,255.0,331.0,4.0,335,335.0,0.0,0.0,,0.0,N,50.0,50.0,36.0,1.0,129.0,,,,,,,,,
4087,2018-02-16,UA,UA_CODESHARE,UA,6399,9K,N45838,6399,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",2030,2005.0,-25.0,10.0,2015.0,2055.0,5.0,2120,2100.0,-20.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4088,2018-01-19,UA,UA_CODESHARE,UA,6396,9K,N45838,6396,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",2150,2140.0,-10.0,5.0,2145.0,2225.0,5.0,2240,2230.0,-10.0,0.0,,0.0,N,50.0,50.0,40.0,1.0,129.0,,,,,,,,,
4089,2018-03-20,UA,UA_CODESHARE,UA,6396,9K,N45838,6396,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",2150,2135.0,-15.0,10.0,2145.0,2220.0,5.0,2240,2225.0,-15.0,0.0,,0.0,N,50.0,50.0,35.0,1.0,129.0,,,,,,,,,
4090,2018-02-06,UA,UA_CODESHARE,UA,6393,9K,N42836,6393,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",245,240.0,-5.0,10.0,250.0,330.0,5.0,335,335.0,0.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4091,2018-05-07,UA,UA_CODESHARE,UA,6396,9K,N45838,6396,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",2150,2140.0,-10.0,5.0,2145.0,2230.0,5.0,2240,2235.0,-5.0,0.0,,0.0,N,50.0,55.0,45.0,1.0,129.0,,,,,,,,,
4092,2018-05-19,UA,UA_CODESHARE,UA,6398,9K,N42836,6398,14955,SPN,"Saipan, TT",12016,GUM,"Guam, TT",1805,1805.0,0.0,10.0,1815.0,1855.0,5.0,1855,1900.0,5.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
4093,2018-01-09,UA,UA_CODESHARE,UA,6399,9K,N14834,6399,12016,GUM,"Guam, TT",14955,SPN,"Saipan, TT",2030,2025.0,-5.0,10.0,2035.0,2115.0,5.0,2120,2120.0,0.0,0.0,,0.0,N,50.0,55.0,40.0,1.0,129.0,,,,,,,,,
